latitudine;longitudine;grave
44.8035120;10.3534179;0.5
44.7868764;10.3532113;1
44.8043596;10.3464308;1
44.8075364;10.3406333;1
44.8520278;10.3421312;1
44.6775664;10.3094231;0.5
44.7885214;10.3708314;0.5
44.8043834;10.3146012;1
44.7820222;10.3887131;1
44.7950424;10.3128602;0.5
44.7928234;10.3260662;1
44.8059689;10.3110456;1
44.8083964;10.3297582;1
44.7938934;10.3165712;1
44.8119355;10.2764610;1
44.8188934;10.3389413;1
44.7703123;10.4230146;1
44.7989013;10.3384733;1
44.7900074;10.3050401;1
44.8004734;10.3176372;1
44.7966214;10.3111041;1
44.7993664;10.3056041;0.5
44.8280564;10.3108552;1
44.7646804;10.3525943;1
44.8093432;10.3300224;1
44.7981344;10.3463073;0.5
44.8108955;10.2913376;1
44.8063584;10.3049101;1
44.7952244;10.3288292;1
44.7921544;10.3376003;1
44.8074173;10.3339344;1
44.8039204;10.3519693;1
44.7998584;10.3384413;0.5
44.7837774;10.3467943;1
44.7850564;10.3238262;1
44.7659484;10.3191262;1
44.7759924;10.3219572;1
44.8086190;10.3283044;1
44.8185879;10.2442638;1
44.7726783;10.4160456;1
44.7998824;10.3486193;1
44.8065751;10.3036858;1
44.8027464;10.3133032;1
44.7955359;10.3314312;1
44.8134845;10.3185680;1
44.7713115;10.2927601;1
44.7984954;10.3243482;1
44.8004884;10.3132342;1
44.7753336;10.3306588;1
44.8254632;10.2792850;0.5
44.7885874;10.3266232;1
44.7851657;10.2636820;1
44.7918634;10.3153502;0.5
44.7918634;10.3153502;0.5
44.7911459;10.3617505;0.5
44.7988884;10.3383613;1
NULL;NULL;1
44.7646804;10.3525943;0.5
44.8080804;10.3138195;1
44.8083672;10.2938670;1
44.8285586;10.3391046;0.5
44.7950865;10.2992511;1
44.7938934;10.3165712;1
44.7858474;10.3649789;0.5
44.7799301;10.3217411;1
44.7782430;10.3990946;0.5
44.8481384;10.3139367;0.5
44.7995853;10.3360855;1
44.8539977;10.3082725;1
44.7809064;10.3192225;1
44.7848544;10.3266412;1
44.7975744;10.3201612;0.5
44.7960524;10.3360903;0.5
44.7938934;10.3165712;0.5
44.8245094;10.3850045;1
44.7780795;10.2793580;0.5
44.7260045;10.2776330;1
44.7646804;10.3525943;0.5
44.8000339;10.3154657;1
44.7452554;10.3759874;0.5
44.7850535;10.2945101;1
44.8009024;10.3150787;1
44.7726783;10.4160456;1
44.7833472;10.3240062;0.5
44.7660934;10.3227492;1
44.7741384;10.3471843;0.5
44.8245094;10.3850045;1
44.8265934;10.3290512;0.5
44.7947584;10.3245442;0.5
44.7733049;10.3300017;0.5
44.8089144;10.3261962;0.5
44.8681640;10.3902554;1
44.7975714;10.3366598;1
44.8502361;10.3415331;1
44.8267014;10.3373343;1
44.7918634;10.3153502;1
44.8087924;10.3272822;1
44.8124364;10.3387443;1
44.7977539;10.3340147;1
44.7885214;10.3708314;1
44.7233815;10.2943980;1
44.8474235;10.2615069;0.5
44.7965655;10.3364009;0.5
44.8046884;10.3121602;1
44.7759924;10.3219572;0.5
44.8084694;10.3169372;0.5
44.7914072;10.3248960;1
44.8117514;10.3306989;1
44.8341912;10.3508544;1
44.7938934;10.3165712;0.5
44.7811638;10.3231396;0.5
44.7940354;10.3178632;1
44.7850384;10.3233402;0.5
44.8130434;10.3199702;1
44.7780795;10.2793580;0.5
44.8174113;10.3093573;1
44.8111671;10.2802124;1
44.7914074;10.3042671;1
44.7995804;10.3043311;1
44.8043374;10.3533833;1
44.8320454;10.3439028;1
44.8468664;10.3465223;1
44.8178974;10.3281842;1
44.8148194;10.3323422;1
44.8108079;10.3327162;0.5
44.7832694;10.3181942;1
44.7827339;10.2896726;1
44.8027464;10.3133032;1
44.8448684;10.3580994;1
44.8134384;10.3662504;1
44.7965686;10.3076753;1
44.8128864;10.3130372;1
44.7948092;10.3250312;1
44.8036264;10.3475318;1
44.8099065;10.2865080;0.5
44.8130084;10.3308852;1
44.7829985;10.3422304;1
44.7853184;10.3795944;1
44.8004677;10.3176413;1
44.7615025;10.2906090;1
44.8130625;10.2709280;1
44.8124364;10.3387443;1
44.7938934;10.3165712;1
44.7744124;10.3501483;0.5
44.8042574;10.3375623;1
44.8025584;10.3218142;1
44.8078734;10.3517743;1
44.7142924;10.3296372;1
44.7498476;10.3607094;1
44.8256269;10.3263819;0.5
44.8056214;10.3074571;1
44.7660934;10.3227492;1
44.7646804;10.3525943;1
44.8257100;10.3286960;1
44.8107614;10.3471313;1
44.8081364;10.3144012;1
44.8295715;10.2751950;1
44.8128034;10.3270022;0.5
44.7830227;10.3790322;1
44.7943064;10.3218152;1
44.8004384;10.3137122;1
44.7620834;10.3301182;1
44.8366641;10.3393310;1
44.7914869;10.3196646;1
44.7880034;10.3213932;1
44.8295715;10.2751950;1
44.7942195;10.3245449;0.5
NULL;NULL;1
44.8095294;10.3383803;1
44.8049784;10.3382023;1
44.7901750;10.3054874;1
44.7988884;10.3383613;1
44.8055174;10.3079691;1
44.8067984;10.3127147;1
44.8114085;10.3449422;0.5
44.8145055;10.2638704;0.5
44.7872174;10.3371663;1
44.7981194;10.3153442;0.5
44.8304314;10.3679074;1
44.7949215;10.3075349;1
44.7780795;10.2793580;1
44.7853184;10.3795944;1
44.8082294;10.3310362;1
44.7665134;10.3236002;1
44.7997721;10.3030931;1
44.7886580;10.3287208;0.5
NULL;NULL;1
44.8111885;10.2801630;1
44.7765031;10.3306251;0.5
44.7823494;10.3877891;1
44.7680554;10.3233262;1
44.7864074;10.3235082;1
44.8152664;10.3426383;1
44.7984954;10.3243482;1
44.7899239;10.3608798;1
44.7850564;10.3238262;1
44.7932150;10.3558044;1
44.8082140;10.3150456;1
44.8000919;10.3188122;1
44.8088574;10.3201382;1
44.8004384;10.3137122;1
44.8245094;10.3850045;1
44.8119734;10.3071856;1
44.7644513;10.3223609;1
44.7865998;10.3233414;1
44.8186324;10.3284812;1
44.8129224;10.3370303;1
44.7828404;10.3239682;1
44.7816384;10.3458963;1
44.7944754;10.3330752;0.5
44.7947584;10.3245442;1
44.7796726;10.3954160;1
44.7938934;10.3165712;1
44.8042574;10.3375623;1
44.8064654;10.3033501;1
44.7936074;10.3545163;1
44.7906184;10.3063801;1
44.8214828;10.2295629;1
44.7997784;10.3190454;1
44.8131660;10.2915441;1
44.7738045;10.3510086;1
44.8009783;10.3341824;0.5
44.7938934;10.3165712;1
44.7072744;10.3735452;1
44.8088574;10.3201382;1
44.7885854;10.3692984;0.5
44.8119355;10.2764610;1
44.7842464;10.3415363;1
44.8586854;10.3438603;1
44.8091318;10.3217396;1
44.7952244;10.3288292;1
44.8107534;10.3304412;1
44.7660974;10.3246152;1
44.7960670;10.3172722;1
44.8013931;10.3239760;0.5
44.8081364;10.3144012;0.5
44.7830014;10.3218902;1
44.8300184;10.3495953;1
44.7936074;10.3545163;1
44.8155954;10.3326632;1
44.8122514;10.3466953;1
44.8102474;10.3092671;1
44.7955139;10.3488993;1
44.8128034;10.3270022;1
44.7734574;10.3231642;1
44.8127835;10.2722690;0.5
44.7963414;10.3312262;1
44.8069864;10.3055641;1
44.7735950;10.4125213;1
44.8189322;10.3635592;1
44.7938934;10.3165712;1
44.8051434;10.3545913;1
44.7666756;10.3228898;1
44.7996497;10.3483968;1
44.8107534;10.3304412;1
44.7876564;10.3714574;0.5
44.8022635;10.3063991;1
44.8077849;10.3140072;1
44.8267014;10.3373343;1
44.8389083;10.3402611;1
44.7885604;10.3579743;1
44.7419544;10.3657694;1
44.7683838;10.2897960;1
44.7747373;10.3691947;1
44.7727820;10.4158484;0.5
44.8104875;10.2942831;0.5
44.8126745;10.3378880;1
44.7890630;10.3410919;0.5
44.7889802;10.3389473;0.5
44.8075665;10.2972561;1
44.8087664;10.3051721;1
44.7646804;10.3525943;1
44.7950804;10.3274302;1
NULL;NULL;0.5
44.7828564;10.3242892;1
44.8102395;10.2843460;1
44.8188053;10.2594272;1
44.8087664;10.3051721;1
44.7825472;10.3787422;1
44.8051434;10.3545913;1
44.8028898;10.3242784;1
44.8049784;10.3382023;0.5
44.7961629;10.3064611;1
44.8481205;10.2819330;0.5
44.7949609;10.3081641;1
44.8140894;10.3310652;1
44.8009404;10.3300752;1
44.7890934;10.3412333;1
44.8250174;10.3447683;1
44.7959858;10.3367768;1
44.8061513;10.3054413;1
44.7820115;10.3453331;1
44.8041194;10.3146552;1
44.7838565;10.2918081;1
44.8083012;10.2942466;0.5
44.7996996;10.3366244;1
44.7443699;10.3118811;0.5
NULL;NULL;0.5
44.8358917;10.3395576;1
44.8001444;10.3010231;1
44.7954554;10.3309342;1
44.7995804;10.3043311;0.5
44.8230034;10.3352813;1
44.8274104;10.3434593;0.5
44.7231694;10.3028771;0.5
44.7218664;10.3049941;0.5
44.7886404;10.3282012;1
44.7932434;10.3371133;1
44.7948904;10.3257232;1
44.8022464;10.3044111;1
44.7938934;10.3165712;1
44.8011164;10.3260297;1
44.8060414;10.3054916;0.5
44.7758477;10.3308150;0.5
44.7857586;10.3408950;1
44.8090574;10.3299532;1
44.7983569;10.3179237;1
44.8029756;10.3243884;1
44.8346310;10.3083689;1
44.8086350;10.2927308;1
44.7900527;10.3733696;1
44.7918874;10.3261694;1
44.7913364;10.3446903;1
44.7642962;10.3528335;1
44.8074454;10.3307272;1
44.7816314;10.3338232;1
44.8112024;10.3577624;1
44.8073944;10.3107845;1
44.7779314;10.3149142;1
44.8066878;10.3024989;1
44.8148194;10.3323422;0.5
44.7941964;10.3095981;1
44.7950804;10.3274302;1
44.8027464;10.3133032;0.5
44.8136508;10.2745476;1
44.7927324;10.3247322;1
44.8013931;10.3397990;1
44.8064464;10.3101571;0.5
44.7848544;10.3266412;1
44.7617253;10.3213226;1
44.7980488;10.3414964;1
44.7914528;10.2810734;1
44.8140692;10.3310886;1
44.7934155;10.2882030;1
44.7935531;10.3370180;1
44.8144894;10.3802830;1
44.7753604;10.3303192;1
44.7988884;10.3383613;1
44.7988665;10.3377082;1
44.8088574;10.3201382;1
44.8405585;10.2970911;1
44.7872174;10.3371663;1
44.8131564;10.3149222;1
44.7182544;10.3564243;1
44.8064954;10.3455673;1
44.7446966;10.3145205;1
44.7660934;10.3227492;1
44.8233754;10.3129832;1
44.8064464;10.3101571;1
44.7969914;10.3446933;1
44.8051454;10.3098831;0.5
44.7965324;10.3043811;1
44.7860214;10.3383203;0.5
44.7917770;10.3154619;1
44.8051434;10.3545913;1
44.7966483;10.3172866;0.5
44.7956174;10.3179572;1
44.8004007;10.3392961;1
44.7861126;10.3237279;1
44.7780795;10.2793580;0.5
44.8019993;10.3396824;1
44.8069084;10.3146762;1
44.8099065;10.2865080;1
44.7889684;10.3375293;0.5
44.8044734;10.3131662;1
44.7942101;10.2972283;1
44.7967074;10.3420453;0.5
44.8080674;10.3268592;1
44.7948904;10.3257232;1
44.8120258;10.3160900;1
44.8092154;10.3237882;1
44.7961789;10.3470122;0.5
44.7936074;10.3545163;1
44.7934155;10.2882030;1
44.8021244;10.3270332;1
44.8033194;10.3134562;1
44.8023748;10.3064042;1
44.7936074;10.3545163;1
44.7744124;10.3501483;1
44.8099065;10.2865080;1
44.8156150;10.3507614;1
44.7923804;10.3581704;0.5
44.8403978;10.3641951;1
44.7940626;10.3044093;0.5
44.7938934;10.3165712;1
44.7956624;10.3355623;1
44.8004384;10.3137122;1
44.8059784;10.3047481;0.5
44.7961354;10.3354763;0.5
44.8209545;10.2517559;1
44.7523934;10.3496613;1
44.7784694;10.3992025;0.5
44.8274104;10.3434593;1
44.7885604;10.3579743;1
44.8061245;10.3270502;0.5
44.8037631;10.3141652;0.5
44.8049344;10.3450273;1
44.7952076;10.3290545;1
44.7938934;10.3165712;0.5
44.8107534;10.3304412;1
44.7872174;10.3371663;1
44.7814124;10.3685784;0.5
44.8352643;10.3392166;1
44.7965594;10.3068321;1
44.7646804;10.3525943;1
44.8076030;10.2975261;1
44.8036654;10.3367263;1
44.8425918;10.3695662;1
44.8028764;10.3396413;1
44.7941964;10.3095981;1
44.7883004;10.3704704;0.5
44.8267014;10.3373343;1
44.7948904;10.3257232;0.5
44.7964369;10.3402143;0.5
44.7675832;10.3030976;0.5
44.7965324;10.3043811;1
44.8114594;10.3545233;1
44.7936074;10.3545163;1
44.8047984;10.3550573;1
44.7886404;10.3282012;1
44.7713115;10.2927601;0.5
44.8327555;10.2723470;1
44.7852864;10.3587696;1
44.7911504;10.3617494;0.5
44.8009404;10.3300752;1
44.7844524;10.3107851;1
44.8005294;10.3387463;1
NULL;NULL;1
44.8036918;10.3535930;1
44.7951954;10.3764104;1
44.8068173;10.4277777;1
44.8028764;10.3396413;0.5
44.8027464;10.3133032;0.5
44.7761804;10.4058165;1
44.8176956;10.3716194;1
44.8295715;10.2751950;1
44.8040684;10.3137102;0.5
44.7876548;10.2999883;1
44.8212280;10.2311608;1
44.8575466;10.2565172;1
44.8060704;10.3051841;1
44.7780795;10.2793580;0.5
44.7918914;10.3300462;0.5
44.7780795;10.2793580;1
44.8035754;10.3044441;1
44.8113864;10.3259292;1
44.8052501;10.3093761;0.5
44.7826065;10.2889030;0.5
44.8129749;10.3257858;1
44.7936308;10.3127637;1
44.7703123;10.4230146;1
44.7965324;10.3043811;1
44.8114494;10.3442753;1
44.7984936;10.3243569;1
44.8106145;10.3592169;0.5
44.8026764;10.3136962;1
44.7965324;10.3043811;1
44.7742281;10.3467828;1
44.7890934;10.3412333;1
44.8059689;10.3110456;1
44.7936074;10.3545163;1
44.7615025;10.2906090;1
44.8113864;10.3259292;1
44.8081364;10.3144012;1
44.8671734;10.3465913;1
44.8671734;10.3465913;1
44.7571125;10.2869210;1
44.8671734;10.3465913;1
44.7903864;10.3493803;1
44.7871722;10.2989562;1
44.8215706;10.3315751;1
44.8130434;10.3199702;0.5
44.7947064;10.3348352;1
44.7780795;10.2793580;1
44.7445704;10.3144401;1
44.7979007;10.3176072;0.5
44.7726783;10.4160456;1
44.8067613;10.3017041;1
44.7646804;10.3525943;0.5
44.7703754;10.3241042;1
44.7660934;10.3227492;1
44.7956624;10.3355623;1
44.7913364;10.3446903;0.5
44.8304314;10.3679074;1
44.8115525;10.2300913;1
44.7965324;10.3043811;1
44.7789779;10.2813772;1
44.7952326;10.3497511;1
44.7761106;10.4059892;1
44.7965324;10.3043811;1
44.8149222;10.2959872;0.5
44.8094183;10.2948425;0.5
44.7829341;10.3243052;1
44.8138654;10.3532114;0.5
44.7848405;10.2576299;1
44.7977154;10.3157072;1
44.8004884;10.3132342;0.5
44.8099815;10.2861388;1
44.8097544;10.3061521;1
44.7646804;10.3525943;1
44.7930234;10.3542228;0.5
44.7938934;10.3165712;1
44.7873464;10.3145922;1
44.7941074;10.3493823;1
44.8470465;10.2741500;1
44.7182544;10.3564243;1
44.7845551;10.2933280;1
44.8051053;10.3315427;1
44.7955139;10.3488993;1
44.7866724;10.3323532;0.5
44.7744124;10.3501483;0.5
44.7979694;10.3267997;1
44.8000470;10.3350761;1
44.7790127;10.3232035;0.5
44.8147549;10.3281112;0.5
44.8087924;10.3272822;1
44.7963614;10.3397753;1
44.8083749;10.3299935;1
44.7902404;10.3183992;1
44.7967074;10.3420453;1
44.8295715;10.2751950;0.5
44.8570060;10.2567780;1
44.8069659;10.3262242;0.5
44.8068173;10.4277777;1
44.8114594;10.3545233;1
44.8130434;10.3199702;1
44.7840607;10.3380663;0.5
44.8074454;10.3307272;1
44.8327084;10.3690754;1
44.8086619;10.2925600;0.5
44.7951954;10.3764104;1
44.8059689;10.3110456;1
44.7950804;10.3274302;1
44.7939054;10.3461523;0.5
44.7936074;10.3545163;1
44.8081364;10.3144012;1
44.7998584;10.3384413;0.5
44.7855573;10.3617341;1
44.8104875;10.2942831;1
44.7941094;10.3217732;1
44.7171664;10.3562262;1
44.7918914;10.3300462;0.5
44.7988884;10.3383613;1
44.8140894;10.3310652;1
44.8075032;10.2996987;1
44.7911504;10.3617494;0.5
44.7560638;10.3190816;0.5
44.8064654;10.3033501;1
44.7399973;10.3124995;0.5
44.8040684;10.3137102;1
44.8053681;10.3361579;1
44.7981194;10.3153442;1
44.7957734;10.3357883;1
44.7683828;10.2989625;1
44.8022769;10.3235332;0.5
44.8347359;10.3434888;0.5
44.8001539;10.3215654;1
44.8083964;10.3297582;0.5
44.8144894;10.3802830;1
44.7826934;10.3449418;0.5
44.7965276;10.3046480;0.5
44.7955139;10.3488993;1
44.8733125;10.3890323;1
44.8119355;10.2764610;1
44.7726783;10.4160456;1
44.8130084;10.3308852;1
44.7950200;10.2602899;1
44.7845995;10.2934041;1
44.8127150;10.2920108;1
44.7952244;10.3288292;1
44.8060928;10.3345441;1
44.7535210;10.2838394;1
44.8120544;10.3139062;1
44.7848544;10.3266412;1
44.8131679;10.3258625;1
44.7840913;10.3827294;1
44.8442805;10.2802790;0.5
44.8026764;10.3136962;1
44.7985524;10.3202502;1
44.7954594;10.3440753;1
44.7897389;10.3608859;1
44.8063364;10.3036046;1
44.8002434;10.3155502;1
44.8027464;10.3133032;1
44.7938274;10.3167357;1
44.7726783;10.4160456;1
44.7921650;10.3097258;0.5
44.7959062;10.3348362;0.5
44.7968934;10.3169442;1
44.8295715;10.2751950;1
44.8070204;10.2996752;1
44.8129615;10.3370223;0.5
44.7993664;10.3056041;1
44.8421889;10.3159262;1
44.8114594;10.3545233;1
44.7784415;10.2801377;0.5
44.7726783;10.4160456;1
44.7784794;10.3239372;1
44.8220890;10.3345929;1
44.8198364;10.3298772;1
44.8027464;10.3133032;0.5
44.8099065;10.2865080;0.5
44.7837774;10.3467943;0.5
44.7780795;10.2793580;1
44.8025584;10.3218142;1
44.8020207;10.3396810;1
44.8099065;10.2865080;1
44.8012894;10.3254222;1
44.7660934;10.3227492;1
44.6775664;10.3094231;0.5
44.7885854;10.3692984;0.5
44.8175677;10.3316600;1
44.7848405;10.2576299;1
44.8032116;10.3245225;1
44.7938934;10.3165712;1
44.7868004;10.3328132;1
44.7956174;10.3179572;1
44.7780795;10.2793580;1
44.8671734;10.3465913;1
44.8513084;10.3418833;0.5
44.8009654;10.3222132;1
44.7819364;10.2877333;0.5
44.8004144;10.3330532;1
44.8169285;10.3303603;1
44.7872564;10.3507993;1
44.8099065;10.2865080;1
44.7936074;10.3545163;1
44.7965414;10.3053791;1
44.7853933;10.3704690;0.5
NULL;NULL;1
44.8089144;10.3261962;1
44.7620834;10.3301182;1
44.7848405;10.2576299;1
44.8246764;10.3351773;0.5
44.7966986;10.3446790;1
44.8762643;10.3494831;1
44.7831124;10.3526293;1
44.8001476;10.3010427;1
44.7646804;10.3525943;1
44.8528344;10.3672934;1
44.7884915;10.2966931;1
44.7977184;10.3195322;1
44.7989687;10.3332825;0.5
44.7965656;10.3056907;1
44.8130625;10.2709280;0.5
44.8060655;10.3053608;1
44.8105424;10.3478943;0.5
NULL;NULL;1
44.8014204;10.3278422;0.5
44.8503428;10.3454899;1
44.7852054;10.3265824;1
44.7834277;10.3239244;1
44.8059689;10.3110456;0.5
44.7961804;10.3178802;0.5
44.7952026;10.3498473;1
44.8088574;10.3201382;0.5
44.7956984;10.3045081;1
44.7873544;10.3308418;1
44.7938894;10.3030341;0.5
44.8267014;10.3373343;0.5
44.8204884;10.3338083;1
44.8031580;10.3444848;1
44.7760624;10.3671334;1
44.7979944;10.3415793;1
44.8049784;10.3382023;1
44.7646804;10.3525943;0.5
44.7581285;10.4123342;1
44.7870871;10.3163733;1
44.7620834;10.3301182;1
44.7936074;10.3545163;0.5
44.8113864;10.3259292;1
44.7463984;10.3431693;1
44.7961204;10.3375003;1
44.7957015;10.3272503;1
44.8112429;10.3308287;1
44.8671734;10.3465913;1
44.8147474;10.3130612;1
44.7936074;10.3545163;1
44.7968934;10.3169442;1
44.7891311;10.3638082;0.5
44.7866084;10.3304292;1
44.7960770;10.3172551;1
44.7956087;10.3362084;1
44.7932434;10.3371133;1
44.7759924;10.3219572;0.5
44.7360134;10.3687154;1
44.7940354;10.3178632;1
44.7373387;10.3113829;1
44.8140048;10.3255257;0.5
44.7926794;10.3526573;1
44.7866084;10.3304292;1
44.8209804;10.3452513;0.5
44.7761804;10.4058165;1
44.8051434;10.3545913;0.5
44.7990124;10.3379513;1
44.7681176;10.3507331;1
44.8280564;10.3108552;1
44.8212989;10.3386173;1
44.7988557;10.3377190;0.5
44.7845124;10.3382823;1
44.7646804;10.3525943;1
44.7993664;10.3056041;1
44.8190741;10.3328513;1
44.7773705;10.2831990;1
44.8153352;10.3249510;1
44.8265934;10.3290512;1
44.8076014;10.3280662;0.5
44.8438564;10.3634844;1
44.8245094;10.3850045;1
44.8049784;10.3382023;1
44.7850535;10.2945101;1
44.8047984;10.3550573;1
44.7858204;10.3301782;1
44.7947584;10.3245442;1
44.7660934;10.3227492;1
44.7401683;10.3125715;0.5
44.8051164;10.3348263;0.5
44.7316264;10.3708724;1
44.8118754;10.3356043;1
44.7814854;10.3572023;1
44.8096845;10.2950741;1
44.7646804;10.3525943;1
44.8041558;10.3136730;1
44.8080674;10.3268592;0.5
44.7342937;10.3517651;1
44.7950804;10.3274302;1
44.8162404;10.3311362;1
NULL;NULL;1
44.7646804;10.3525943;1
44.8547904;10.2578520;0.5
44.7903156;10.3643587;1
44.7885384;10.3176832;1
44.7660934;10.3227492;1
44.7780795;10.2793580;1
44.7947004;10.3275734;0.5
44.8020684;10.3391898;0.5
44.7948904;10.3257232;1
44.7696744;10.3305542;1
44.8142994;10.3347183;1
44.8174115;10.2496759;0.5
44.7823694;10.3197412;0.5
44.7871247;10.3381952;1
44.8046824;10.3387093;0.5
44.8078959;10.3331804;1
44.8047984;10.3550573;1
44.7182544;10.3564243;1
44.7938934;10.3165712;1
44.8083186;10.3304341;1
44.8038339;10.3141477;1
44.8077849;10.3140072;1
44.7983394;10.3222182;1
44.8060199;10.3532695;1
44.7956624;10.3355623;1
44.7830374;10.3216202;1
44.7950804;10.3274302;1
44.8064464;10.3101571;1
44.7817218;10.3898397;1
44.8244517;10.3365964;0.5
44.8009654;10.3222132;1
44.7498013;10.2807678;1
44.7953714;10.3301732;1
44.8113744;10.3114282;1
44.7873759;10.3167213;0.5
44.8082005;10.3150489;1
44.7936074;10.3545163;1
44.7726783;10.4160456;1
44.8228776;10.3407016;1
44.7726783;10.4160456;0.5
44.7948904;10.3257232;1
44.7202694;10.3043831;1
44.8026764;10.3136962;1
44.8083964;10.3297582;1
44.7660934;10.3227492;1
44.8245094;10.3850045;1
44.8130205;10.3371108;1
44.7961186;10.3171787;1
44.7845995;10.2934041;1
44.8304314;10.3679074;1
44.7646804;10.3525943;1
44.7983274;10.3269802;1
44.7885214;10.3708314;0.5
44.7965324;10.3043811;1
44.7961301;10.3171384;1
44.7797164;10.3151512;0.5
44.7988644;10.3151462;1
44.8481384;10.3139367;1
44.7875074;10.3792794;1
44.8245094;10.3850045;0.5
44.8245094;10.3850045;1
44.8087359;10.3186430;0.5
44.8027464;10.3133032;1
44.8232477;10.3395308;1
44.7780795;10.2793580;1
44.8000359;10.3162546;1
44.7998584;10.3384413;0.5
44.8051434;10.3545913;1
44.7717708;10.4188062;0.5
44.7965934;10.3141042;0.5
44.8111594;10.3162862;1
44.7946558;10.3214851;1
44.7996887;10.3484463;1
44.7970946;10.3440976;0.5
44.7977464;10.3423213;0.5
44.8096374;10.3286162;0.5
44.7905054;10.3338972;0.5
44.8587633;10.3794367;1
44.7918634;10.3153502;1
44.7682926;10.2989673;1
44.8088574;10.3201382;1
44.8280564;10.3108552;0.5
44.8137264;10.3372763;1
44.8080674;10.3268592;1
44.8028109;10.3259422;1
44.7831124;10.3526293;1
44.8026764;10.3136962;0.5
44.7975361;10.3222037;1
44.8089144;10.3261962;1
44.7538824;10.3587063;1
44.8028614;10.3022241;1
44.8215444;10.3344943;1
44.7932094;10.3047761;0.5
44.8002234;10.3338612;1
44.7908212;10.3382231;1
44.8431074;10.3730109;0.5
44.8468664;10.3465223;1
44.8057973;10.3063800;1
44.8518134;10.3081922;1
44.7965934;10.3141042;0.5
44.8047873;10.3114306;1
44.7217064;10.3737904;1
44.7190479;10.3737513;1
44.8056046;10.3081542;1
44.7807884;10.3605254;0.5
44.8245094;10.3850045;1
44.7959004;10.3361153;1
44.7998455;10.3384331;0.5
44.8120374;10.3131242;1
44.7744154;10.3501255;1
44.7936574;10.3128412;1
44.7600737;10.2882892;1
44.8120522;10.3159917;0.5
44.7849250;10.3797412;1
44.7961655;10.3173563;1
44.7988884;10.3383613;1
44.8047995;10.3116432;1
44.8206298;10.3390677;1
44.7707140;10.4220516;1
44.8122514;10.3466953;0.5
44.7955139;10.3488993;1
44.7866265;10.3669416;0.5
44.8246764;10.3351773;0.5
44.7962996;10.3176084;1
44.7646804;10.3525943;0.5
44.8184680;10.2519419;1
44.8267014;10.3373343;1
44.8064954;10.3455673;1
44.8069566;10.3016843;1
44.8114567;10.3099943;1
44.8048699;10.3384841;1
44.8004453;10.3137717;1
44.8099065;10.2865080;1
44.8191171;10.2422042;1
44.8393530;10.3689052;1
44.7999528;10.3318805;1
44.8671734;10.3465913;1
44.7660934;10.3227492;1
44.7949343;10.3257925;1
44.8064464;10.3101571;1
44.8172295;10.2505639;1
44.7994136;10.3382165;1
44.8077364;10.3294342;1
44.8099065;10.2865080;0.5
44.8113864;10.3259292;1
44.7936074;10.3545163;1
44.7990113;10.3378698;1
44.8123134;10.3338053;0.5
44.7885854;10.3692984;0.5
44.7909415;10.3623733;1
44.6775664;10.3094231;0.5
44.7615025;10.2906090;1
44.7941094;10.3217732;1
44.7936074;10.3545163;1
44.8615165;10.2700060;1
44.7470623;10.3627366;1
44.8300184;10.3495953;1
44.7828644;10.3240813;1
44.7936074;10.3545163;1
44.7837774;10.3467943;1
44.7967925;10.3451680;1
44.7923648;10.3156424;1
44.7617414;10.4121366;1
44.7934155;10.2882030;0.5
44.7660934;10.3227492;1
44.7973708;10.3302686;1
44.8234248;10.3356684;1
44.7880034;10.3213932;1
44.7463984;10.3431693;1
44.8162404;10.3311362;1
44.7909364;10.3367503;1
44.8499679;10.3415036;1
44.7849082;10.3803044;1
44.8087719;10.3186143;1
44.8126144;10.3884245;0.5
44.8107534;10.3304412;1
44.8014408;10.3277361;1
NULL;NULL;1
44.8077364;10.3294342;0.5
44.8114494;10.3442753;1
44.7703653;10.3726179;1
44.8485946;10.3081369;1
44.7991604;10.3379193;1
44.8064464;10.3101571;0.5
44.8107774;10.3478018;1
44.8060704;10.3051841;1
44.8159253;10.2847923;1
44.7615025;10.2906090;0.5
44.8099514;10.3165832;0.5
44.7918634;10.3153502;1
44.8042574;10.3375623;0.5
44.7902404;10.3183992;1
44.8000709;10.3150352;1
44.7792004;10.3969975;1
44.7932324;10.3555953;1
44.8065364;10.3133032;1
44.8131564;10.3149222;1
44.8051434;10.3545913;1
44.8009654;10.3222132;1
44.7896304;10.3531983;1
44.7825050;10.3783464;0.5
44.8055480;10.3079448;0.5
44.8113864;10.3259292;1
44.8059674;10.3131012;1
44.7853184;10.3795944;1
44.8090435;10.2907051;1
44.7646804;10.3525943;1
44.7965324;10.3043811;1
44.8114594;10.3545233;1
44.8107534;10.3304412;1
44.7646804;10.3525943;1
44.8107534;10.3304412;1
44.7819334;10.3638764;0.5
44.7780795;10.2793580;1
44.7723931;10.3238506;1
44.8086726;10.3181637;1
44.7961214;10.3171362;0.5
44.8015014;10.3275082;1
44.7819334;10.3638764;0.5
44.8028764;10.3396413;1
44.7993884;10.3169192;0.5
44.8469209;10.3465797;0.5
44.7660934;10.3227492;1
44.7998974;10.3354273;1
44.8217296;10.2283921;1
44.7954761;10.3309598;1
44.7920514;10.3353013;0.5
44.7277285;10.3073729;1
44.8031741;10.3195001;1
44.8055666;10.3077520;1
44.8018844;10.3134302;1
44.8071544;10.3534865;0.5
