latitudine;longitudine;grave
44.8242934;10.3363333;0.5
44.8242934;10.3363333;0.5
44.7941094;10.3217732;1
44.7470140;10.3492176;1
44.8088574;10.3201382;1
44.8245094;10.3850045;1
44.8481384;10.3139367;0.5
44.8132014;10.3428633;1
44.7965324;10.3043811;1
44.7987864;10.3536593;0.5
44.8013509;10.3397100;0.5
44.8108828;10.2816072;1
44.7388551;10.3119727;1
44.7852814;10.3213182;1
44.8082139;10.3411388;1
44.7880034;10.3213932;1
44.8091098;10.3244997;1
44.7933884;10.3355653;1
44.8083964;10.3297582;1
44.7921544;10.3376003;1
44.7909030;10.3188235;1
44.7936074;10.3545163;1
44.7920514;10.3353013;1
44.8113864;10.3259292;1
44.7963614;10.3397753;1
44.8010444;10.3131794;1
44.8236733;10.3278229;0.5
44.7959844;10.3029611;1
44.8267014;10.3373343;1
44.7911739;10.3618884;1
44.7928825;10.3248021;1
44.7945213;10.3358280;1
44.8116074;10.3306262;1
44.8677778;10.3150999;1
44.7623133;10.3215962;0.5
44.7888725;10.3704527;0.5
44.7938934;10.3165712;1
44.7938934;10.3165712;1
44.8295715;10.2751950;1
44.7993664;10.3056041;0.5
44.7958517;10.3346639;1
44.8091554;10.3242945;0.5
44.8010829;10.3044156;1
44.7660934;10.3227492;1
44.7938934;10.3165712;0.5
44.8135444;10.3336273;1
44.7840499;10.3829008;1
44.8047474;10.3118952;1
44.8069024;10.3013482;1
44.8076502;10.2968525;1
44.7877621;10.3291493;1
44.7970855;10.3450293;1
44.7862616;10.3054921;1
44.7866724;10.3323532;1
44.7660934;10.3227492;0.5
44.7892864;10.3630544;0.5
44.8060704;10.3051841;1
44.8064944;10.3396603;1
44.7965544;10.3067167;1
44.8075692;10.2972005;1
44.7933864;10.3259487;1
44.7890630;10.3415874;1
44.7879194;10.3780684;0.5
44.8049784;10.3382023;1
44.7922634;10.3098621;1
44.7854994;10.3408933;1
44.8378175;10.3397950;1
44.7871834;10.3019791;1
44.8091179;10.3222842;1
44.7729924;10.3561163;1
44.7896304;10.3531983;1
44.8227574;10.3407643;1
44.7959914;10.3353233;0.5
44.7938934;10.3165712;1
44.8099065;10.2865080;1
44.8044734;10.3131662;1
44.8167836;10.3021851;1
44.8170585;10.2513919;0.5
44.8671734;10.3465913;0.5
44.7182544;10.3564243;1
44.8107704;10.4060916;1
44.7957658;10.3482225;0.5
44.7901844;10.3306532;0.5
44.8104875;10.2942831;0.5
44.8060655;10.4275810;1
44.8114494;10.3442753;0.5
44.7998584;10.3384413;1
44.7660934;10.3227492;1
44.7965414;10.3053791;1
44.8021648;10.3561759;1
44.7726783;10.4160456;1
44.7992874;10.3380463;1
44.7871035;10.3735193;1
44.8081364;10.3144012;0.5
44.7935289;10.3433040;1
44.8318040;10.3310054;1
44.7855864;10.3588244;1
44.7855864;10.3588244;1
44.8628744;10.3122752;1
44.7668484;10.3222262;1
44.8254582;10.3367895;1
44.7947584;10.3245442;1
44.8009425;10.3150811;0.5
44.7747373;10.3475117;0.5
44.8541307;10.3057940;1
44.8051434;10.3545913;1
44.7935906;10.3432611;1
44.7947520;10.3245534;1
44.7956624;10.3355623;1
44.8025250;10.3508296;1
44.7996255;10.3366226;0.5
44.8090025;10.3371463;1
44.8088574;10.3201382;1
44.7615025;10.2906090;1
44.8148274;10.3310702;1
44.8665654;10.3464093;1
44.7819498;10.3084567;1
44.8369922;10.3390014;1
44.7780795;10.2793580;0.5
44.7790974;10.3972778;1
44.7606611;10.4264384;0.5
44.8101675;10.2852210;1
44.8084585;10.2936011;1
44.7780795;10.2793580;1
44.8089954;10.3144952;1
44.7947584;10.3245442;1
44.8158931;10.3383600;1
44.8245094;10.3850045;1
44.8039944;10.3141462;1
44.7998584;10.3384413;0.5
44.7934234;10.3431613;0.5
44.7988884;10.3383613;0.5
44.8055924;10.3388023;1
44.8103517;10.2846153;1
44.7993664;10.3056041;1
44.7928234;10.3260662;0.5
44.8066324;10.3126142;1
44.7999744;10.3020361;1
44.8085761;10.2944147;0.5
44.8085331;10.3383976;1
44.7826934;10.3449418;1
44.7998584;10.3384413;1
44.8341321;10.3509932;1
44.7965324;10.3043811;0.5
44.8064145;10.3038124;1
44.7759924;10.3219572;0.5
44.8111778;10.3069970;0.5
44.8534333;10.3425255;1
44.7693944;10.3550693;1
44.8027779;10.3154252;1
44.7646804;10.3525943;1
44.8044734;10.3131662;1
44.8099065;10.2865080;1
44.7726783;10.4160456;1
44.7615025;10.2906090;1
44.7443699;10.3118811;1
44.7964739;10.3066188;1
44.7960949;10.3043919;1
44.7993664;10.3056041;0.5
44.7984954;10.3243482;1
44.7877284;10.3483753;1
44.7862404;10.3333572;1
44.7988644;10.3151462;1
44.8079270;10.2998180;1
44.7938934;10.3165712;1
44.7965270;10.3068611;1
44.7961204;10.3375003;1
44.7991624;10.3518233;0.5
44.7918014;10.3424343;1
44.7782879;10.3999041;0.5
44.8174115;10.2496759;1
44.7995804;10.3043311;1
44.8101156;10.2942491;0.5
44.7984954;10.3243482;1
44.8028764;10.3396413;0.5
NULL;NULL;1
44.8082715;10.2944621;1
44.7998584;10.3384413;1
44.7989362;10.3214688;1
44.7897045;10.2888080;1
44.8083964;10.3297582;1
44.8061914;10.3113482;0.5
44.8300184;10.3495953;1
44.7961214;10.3171362;1
44.8113280;10.3449435;1
44.7660934;10.3227492;1
44.7845804;10.3237972;1
44.7984427;10.3054292;1
44.8549504;10.3048431;1
44.7814854;10.3572023;1
44.7839373;10.3253902;1
44.8069084;10.3146762;1
44.7960114;10.3048131;1
44.7865554;10.3545023;1
44.8362565;10.3382956;1
44.8295715;10.2751950;1
44.8121380;10.3645330;1
44.8007214;10.3312382;1
44.8102395;10.2843460;0.5
NULL;NULL;0.5
44.7726783;10.4160456;0.5
44.7998584;10.3384413;0.5
44.8296797;10.2752543;0.5
44.8072276;10.3345068;1
44.7956294;10.3361593;0.5
44.7960617;10.3360963;1
44.7886404;10.3282012;1
44.8153034;10.3250692;1
44.7870575;10.2651079;1
44.8731815;10.3889555;1
44.8099065;10.2865080;1
44.8077849;10.3140072;1
44.7966269;10.3244462;1
44.8197412;10.2332857;1
44.8114594;10.3545233;0.5
44.7872174;10.3371663;1
44.8064180;10.3145394;0.5
44.7935324;10.3246762;1
44.8035354;10.3343128;1
44.7646804;10.3525943;1
44.8069084;10.3146762;1
44.8061352;10.3048110;1
44.7957015;10.3483459;1
NULL;NULL;1
44.8153034;10.3250692;1
44.7670373;10.3243087;0.5
44.8099065;10.2865080;0.5
44.7950804;10.3274302;1
44.8051434;10.3545913;1
44.7885668;10.3695005;0.5
44.7948270;10.3219482;1
44.7182544;10.3564243;1
44.7989335;10.3378028;0.5
44.8267014;10.3373343;1
44.8042574;10.3375623;1
44.7963369;10.3489948;1
44.7886404;10.3282012;1
44.8099065;10.2865080;1
44.7958344;10.3170922;0.5
44.8114494;10.3442753;1
44.7906616;10.3631819;1
44.8114594;10.3545233;1
44.7660934;10.3227492;1
44.7646804;10.3525943;1
44.7917747;10.3150141;1
44.8060704;10.3051841;1
44.8076534;10.2975180;1
44.7883924;10.3449563;1
44.8131545;10.2956611;1
44.8194551;10.2400624;1
44.8148794;10.3350248;1
44.7937273;10.3545767;0.5
44.7826069;10.3217317;0.5
44.7980534;10.3376603;0.5
44.7538824;10.3587063;0.5
44.7545633;10.4277896;1
44.7965414;10.3053791;1
44.7646804;10.3525943;1
44.7982335;10.3222614;1
44.8065684;10.3260112;1
44.8056334;10.3046091;1
44.7743082;10.4116702;1
44.7960574;10.3473653;0.5
44.7726783;10.4160456;1
44.8129293;10.3309880;1
44.7792004;10.3969975;1
44.8135364;10.3284522;1
44.8083829;10.3158724;1
44.7805738;10.3591230;1
NULL;NULL;0.5
44.8059689;10.3110456;1
44.7932324;10.3555953;1
44.7793334;10.3162922;1
44.7646804;10.3525943;1
44.8058305;10.2612029;1
44.7792004;10.3969975;1
44.8046884;10.3121602;1
44.7674846;10.3241899;1
44.7958302;10.3347390;1
44.7961413;10.3471925;1
44.7895974;10.3038451;1
44.7940444;10.3588554;1
44.8275876;10.3377605;1
44.7940444;10.3588554;1
44.7937488;10.3031574;0.5
44.7990124;10.3379513;0.5
44.8080674;10.3268592;1
44.7708942;10.4212639;1
44.7318381;10.3721800;1
44.8274104;10.3434593;1
44.7913134;10.3612473;1
44.8075756;10.2982239;1
44.8091174;10.3246642;0.5
44.7866084;10.3304292;1
44.8355294;10.3418348;1
44.7894544;10.3622464;0.5
44.7961624;10.3444023;1
44.7968454;10.3200822;0.5
44.7798657;10.3950136;1
44.8120094;10.3161022;1
44.7960159;10.3474651;1
44.7956294;10.3361593;1
44.7780795;10.2793580;1
44.8202544;10.3502275;1
44.7890979;10.3409162;1
44.7992742;10.3381052;1
44.8045774;10.3138952;0.5
44.8113864;10.3259292;0.5
44.7646951;10.3282749;0.5
44.7918824;10.3261552;1
44.8061084;10.3347980;0.5
44.7948002;10.3510898;1
44.8088121;10.3197348;1
44.8075971;10.3280717;1
44.7918334;10.3424278;1
44.7811829;10.3913625;1
44.8083964;10.3297582;1
44.6762031;10.3172967;1
44.8001729;10.3123967;1
44.7912758;10.3613928;1
44.7620834;10.3301182;1
44.7940814;10.3212596;0.5
44.7538824;10.3587063;1
44.7957336;10.3335991;1
44.8000709;10.3150352;1
44.8076984;10.3296812;1
44.7762978;10.4056949;1
44.8114594;10.3545233;0.5
44.7965414;10.3053791;1
44.7646804;10.3525943;1
44.7926044;10.3202937;1
44.8099065;10.2865080;0.5
44.7780795;10.2793580;1
44.8257207;10.2790510;0.5
44.7711584;10.3196382;1
44.7960114;10.3048131;0.5
44.7886312;10.3205636;1
44.7956174;10.3179572;1
44.7872174;10.3371663;1
44.7972474;10.3405213;1
44.8047984;10.3550573;1
44.7991624;10.3518233;1
44.7946581;10.3214789;1
44.8009404;10.3300752;1
44.7950804;10.3274302;1
44.7947584;10.3245442;0.5
44.8246764;10.3351773;0.5
44.8147024;10.3015366;1
44.8242934;10.3363333;1
44.8026764;10.3136962;0.5
44.7938894;10.3030341;0.5
44.7806954;10.3591933;0.5
44.7995804;10.3043311;0.5
44.7868764;10.3532113;0.5
44.8304314;10.3679074;1
44.7830200;10.3856903;1
44.7498893;10.3466534;1
44.8090159;10.3254302;0.5
44.7918653;10.3090138;1
44.7902404;10.3183992;1
44.7954601;10.3309343;1
44.8027464;10.3133032;1
44.7676134;10.3038668;1
44.8150885;10.3489306;1
44.7348904;10.3694039;1
44.7829449;10.3240182;1
44.7997570;10.3146815;1
44.8016804;10.3202472;1
44.7952058;10.2944301;0.5
44.8027854;10.3272252;1
44.8242934;10.3363333;1
44.8118754;10.3356043;1
44.8219855;10.2826500;1
44.8186397;10.2332711;1
44.7959256;10.3167952;1
44.8051454;10.3098831;1
44.8088574;10.3201382;1
44.8054159;10.3085076;0.5
44.7441172;10.2811177;1
44.8295715;10.2751950;1
44.8035754;10.3044441;0.5
NULL;NULL;0.5
44.8356844;10.3406183;0.5
44.7658954;10.3280032;0.5
44.8065684;10.3260112;1
44.8046824;10.3387093;1
44.8138332;10.3310912;1
44.7853884;10.3588084;0.5
44.8245094;10.3850045;1
44.8041611;10.3138728;1
44.7871039;10.3224617;1
44.8138231;10.3323027;1
44.7956585;10.3479462;1
44.7855810;10.3592783;1
44.7936074;10.3545163;0.5
44.8574214;10.3785455;1
44.7758994;10.3329410;1
44.8036494;10.3246442;1
44.8001864;10.3043431;0.5
44.8069084;10.3146762;0.5
44.8095664;10.3666804;1
44.7885214;10.3708314;1
44.8025250;10.3242328;1
44.8073798;10.3342415;1
44.8118754;10.3356043;1
44.7929394;10.3278052;1
44.7998584;10.3384413;0.5
44.8075364;10.3406333;1
44.7961204;10.3375003;1
44.8178672;10.3281623;0.5
44.7889684;10.3375293;1
44.8025584;10.3218142;1
44.7888814;10.3356503;1
44.8060923;10.3053608;1
44.8431074;10.3730109;1
44.7887074;10.3305212;1
44.7755404;10.3198122;1
44.7865554;10.3545023;0.5
44.8042574;10.3375623;1
NULL;NULL;0.5
44.7967564;10.3221242;1
44.8111832;10.3499217;1
44.8102122;10.4149344;1
44.8149544;10.3487473;0.5
44.7891515;10.3389622;1
44.8016238;10.3177566;0.5
44.7808346;10.3683682;0.5
44.7999286;10.3056746;0.5
44.8027464;10.3133032;0.5
44.8147794;10.3133512;1
44.7958195;10.3346398;1
44.8088574;10.3201382;1
44.7936074;10.3545163;1
44.7660934;10.3227492;1
44.7946554;10.3214004;1
44.8102474;10.3092671;0.5
44.8050159;10.3283462;1
44.8304314;10.3679074;1
44.8060704;10.3051841;1
44.7813141;10.3192546;1
44.8057224;10.3276162;0.5
44.8054159;10.3085076;1
44.8283493;10.3107896;0.5
44.8079722;10.3313836;0.5
44.8320745;10.2755220;1
44.7701454;10.4225063;1
44.7846584;10.3585233;1
44.8107534;10.3304412;0.5
44.7977319;10.3195477;1
44.8055924;10.3388023;1
44.8082294;10.3310362;1
44.7913894;10.3379598;1
44.7958087;10.3361874;0.5
44.8107534;10.3304412;1
44.8453760;10.2952730;1
44.7845803;10.3238630;1
44.7964149;10.3357789;1
44.8481205;10.2819330;1
44.8112024;10.3577624;1
44.7998584;10.3384413;0.5
44.8068173;10.4277777;1
44.8004734;10.3176372;1
44.7947584;10.3245442;0.5
44.8083964;10.3297582;1
44.8447534;10.3458343;1
44.8304314;10.3679074;0.5
44.7445704;10.3144401;1
44.8112255;10.2901611;0.5
44.8267014;10.3373343;1
44.7726783;10.4160456;1
44.8044734;10.3131662;1
44.8131036;10.3306594;0.5
44.8042544;10.3247612;1
44.8518134;10.3081922;0.5
44.7950804;10.3274302;0.5
44.8137514;10.3273822;1
44.7911518;10.3620145;1
44.7852814;10.3213182;1
44.7615025;10.2906090;1
44.7660934;10.3227492;1
44.8155215;10.2889391;1
NULL;NULL;0.5
44.7983434;10.3179162;0.5
44.8251843;10.3285700;1
44.8352014;10.3441403;0.5
44.7965414;10.3053791;1
44.7885564;10.3269517;1
44.8476645;10.2721770;1
44.8604822;10.2770125;0.5
44.8246764;10.3351773;1
44.8021594;10.3241222;1
44.8114594;10.3545233;1
44.8023962;10.3229380;1
44.7912064;10.3380163;1
44.8331344;10.3394396;1
44.8089144;10.3261962;1
44.8069238;10.3053796;0.5
44.7863879;10.3058116;1
44.7850004;10.3457823;1
44.7933884;10.3355653;1
44.7910264;10.3187722;1
44.8086351;10.3285230;0.5
44.7863674;10.3757902;1
44.8175864;10.3718734;1
44.8119355;10.2764610;0.5
44.7199344;10.3042852;0.5
44.7891998;10.3180557;0.5
44.8245094;10.3850045;1
44.7726783;10.4160456;1
44.8274104;10.3434593;0.5
44.8096374;10.3286162;1
44.8305494;10.3437153;1
44.7768254;10.3046341;1
44.8153034;10.3250692;1
44.7988884;10.3383613;1
44.7868594;10.3788184;1
44.7481566;10.3618736;1
44.8280564;10.3108552;1
44.8151367;10.3249557;1
44.7773230;10.3102840;0.5
44.7726783;10.4160456;1
44.7988884;10.3383613;1
44.7945324;10.3218522;1
44.8153034;10.3250692;0.5
44.8217894;10.3458813;1
44.8140894;10.3310652;0.5
44.7867321;10.3156176;1
44.7355424;10.3105311;1
44.7726783;10.4160456;1
44.7907954;10.3185152;0.5
44.7958087;10.3686261;1
44.7660934;10.3227492;0.5
44.7182544;10.3564243;0.5
44.7887492;10.3309088;1
44.8192244;10.3100682;1
44.8100566;10.2860838;1
44.6764183;10.3162854;1
44.7744124;10.3501483;0.5
44.7940354;10.3178632;0.5
44.8093324;10.3110457;1
44.7728423;10.4155756;1
44.8039944;10.3141462;1
44.7955139;10.3488993;1
44.8088711;10.3265073;1
44.8197475;10.3262968;1
44.7960524;10.3360903;1
44.8058305;10.2612029;1
44.7936074;10.3545163;1
44.8111010;10.3223840;0.5
44.7944784;10.3246647;1
44.8083964;10.3297582;1
44.8187685;10.3732234;1
44.7996953;10.3335622;0.5
44.7646804;10.3525943;1
44.7936074;10.3545163;1
44.8032424;10.3138862;1
44.7652574;10.4137101;1
44.8051434;10.3545913;1
44.7965324;10.3043811;1
44.7911632;10.3147190;0.5
44.7921544;10.3376003;1
44.8118376;10.3212100;0.5
44.8353874;10.3373649;1
44.7662056;10.3243569;1
44.7853696;10.3410288;1
44.7971606;10.3144937;0.5
44.7979545;10.3160172;0.5
44.7792756;10.3015615;1
44.7646804;10.3525943;1
44.8144894;10.3802830;1
44.6775664;10.3094231;1
44.7615025;10.2906090;1
44.8070418;10.2999360;0.5
44.8122514;10.3148292;0.5
44.7726783;10.4160456;1
44.8212414;10.3766633;1
44.7908681;10.3185311;1
44.7979824;10.3159382;1
44.8114916;10.3480381;1
44.7988884;10.3383613;1
44.7886177;10.3284338;1
44.8352634;10.3389623;1
44.7713115;10.2927601;1
44.8021234;10.3243342;1
44.8001921;10.3277582;1
44.8025584;10.3218142;1
44.7990489;10.3273254;0.5
44.7961843;10.3470464;1
44.8002434;10.3155502;1
44.8128034;10.3270022;1
44.8247820;10.2799160;0.5
44.7667764;10.3432573;0.5
44.8031687;10.3448429;1
44.8065322;10.3318932;0.5
44.8156144;10.3495653;1
44.7665297;10.3230527;0.5
44.8084544;10.3366003;1
44.8215579;10.2295616;1
44.8227574;10.3407643;1
44.7940554;10.3290752;1
44.7175419;10.3563335;1
44.7968454;10.3200822;0.5
44.7868764;10.3532113;1
44.7665610;10.3230078;1
44.7660934;10.3227492;1
44.7997382;10.3484351;1
44.7551054;10.4114606;0.5
44.8130434;10.3199702;1
44.8002234;10.3338612;1
44.8051394;10.3251662;1
44.7880034;10.3213932;1
44.7995804;10.3043311;1
44.7997204;10.3139302;1
44.8564775;10.2852921;0.5
44.8079967;10.2997925;1
44.8224806;10.2835384;1
44.7471556;10.3426376;0.5
44.7887492;10.3707772;0.5
44.7726783;10.4160456;1
44.7665134;10.3236002;1
44.7915440;10.3606988;1
44.7952244;10.3288292;0.5
44.8009854;10.3371329;0.5
44.8084585;10.2936011;0.5
44.7983394;10.3222182;0.5
44.7753634;10.3095481;1
44.7827173;10.3321483;1
44.8059689;10.3110456;0.5
44.8698414;10.3162392;1
44.8246764;10.3351773;1
44.7780795;10.2793580;1
44.8022475;10.3000271;1
44.7311702;10.3743414;0.5
44.8059689;10.3110456;1
44.7845995;10.2934041;1
44.7670624;10.3225512;1
44.7828404;10.3239682;1
44.8693281;10.3852625;0.5
44.7830014;10.3218902;0.5
44.7930268;10.3577699;1
44.7965324;10.3043811;0.5
NULL;NULL;0.5
44.7844524;10.3107851;1
44.8079645;10.2959671;1
44.8009654;10.3222132;1
44.7870203;10.3387133;1
44.8098635;10.2837020;0.5
44.7831124;10.3526293;1
44.8021024;10.3159852;1
44.7965324;10.3043811;0.5
44.7744124;10.3501483;1
44.8120184;10.3643574;1
44.8327084;10.3690754;1
44.7936074;10.3545163;0.5
44.8099065;10.2865080;1
44.7852814;10.3213182;1
44.8051214;10.3141357;1
44.8080182;10.3326469;1
44.7780795;10.2793580;1
44.7759924;10.3219572;1
44.8043524;10.3044621;1
44.8088574;10.3201382;1
44.7944134;10.3436193;1
44.8000894;10.3390273;1
44.8493081;10.3412957;0.5
44.7858204;10.3301782;1
44.7620834;10.3301182;1
44.7802841;10.3937771;1
44.7966590;10.3446672;1
44.8042574;10.3375623;1
44.8206621;10.3334543;1
44.7666960;10.3222520;0.5
44.7851282;10.3788319;0.5
44.8068173;10.4277777;1
44.8267014;10.3373343;1
44.7966241;10.3454196;1
44.8086619;10.3281019;0.5
44.8027825;10.3210732;1
44.8022464;10.3044111;1
44.8058295;10.3354223;1
44.8064654;10.3033501;1
44.7938914;10.3277652;0.5
44.8028764;10.3396413;0.5
44.7646804;10.3525943;1
44.7699853;10.4245546;0.5
44.7987484;10.3376868;1
44.8114594;10.3545233;1
44.8112429;10.3308287;1
44.8246764;10.3351773;1
44.7837774;10.3467943;0.5
44.8568715;10.2896651;1
44.7864554;10.3533623;1
44.7848405;10.2576299;1
44.7957734;10.3357883;1
44.8067736;10.3017063;1
44.7319954;10.3713474;1
44.7646804;10.3525943;0.5
NULL;NULL;1
44.7944134;10.3436193;1
44.7959514;10.3182682;0.5
NULL;NULL;0.5
44.8137065;10.2677530;1
44.8137995;10.2729280;0.5
44.7956604;10.3572233;0.5
44.7919526;10.3061966;1
44.8265874;10.3372803;1
44.7946983;10.3241617;0.5
44.8011514;10.3169612;1
44.7646804;10.3525943;1
44.8039944;10.3141462;1
44.8112100;10.3577537;0.5
44.7929394;10.3278052;1
44.8130434;10.3199702;0.5
44.7994684;10.3202082;1
44.8254140;10.3368554;1
44.8087664;10.3051721;1
44.7965414;10.3053791;0.5
44.8085546;10.3174602;1
44.8082884;10.3156452;1
44.8056334;10.3046091;1
44.7952244;10.3288292;1
44.7493154;10.4084685;1
44.7726783;10.4160456;0.5
44.7903784;10.3612514;1
44.7829625;10.2892520;1
44.7612726;10.4119974;1
44.7646804;10.3525943;1
44.8193049;10.3388884;1
44.8304314;10.3679074;1
44.8088574;10.3201382;0.5
44.8167729;10.3140217;0.5
44.7993664;10.3056041;1
44.7946929;10.3152018;1
44.7853884;10.3588084;0.5
44.7912168;10.3076943;1
44.8069084;10.3146762;1
44.8118752;10.2780190;0.5
44.7886848;10.3701066;0.5
44.8498134;10.3661854;1
44.7944224;10.3218862;1
44.7998584;10.3384413;1
44.7774088;10.3454799;1
44.7941964;10.3095981;1
44.7615025;10.2906090;0.5
44.8059689;10.3110456;1
44.7972679;10.3451728;1
44.7984954;10.3243482;1
44.8042631;10.3045280;1
44.8117518;10.2773183;1
44.7914206;10.3423163;1
44.8025584;10.3218142;1
44.8129749;10.3590023;1
44.7946104;10.3216022;1
44.8097455;10.2909506;1
44.7850004;10.3457823;1
44.8055613;10.3077895;1
44.8056334;10.3046091;1
44.8101639;10.2852764;0.5
44.7938934;10.3165712;1
44.8060104;10.3040871;0.5
44.7968575;10.3440389;1
44.7831124;10.3526293;1
44.7926044;10.3202937;1
44.8295715;10.2751950;1
44.8437984;10.3637844;1
44.7863814;10.3046651;0.5
44.7894304;10.3730370;1
44.7452116;10.2857244;1
44.8001444;10.3010231;1
44.8119219;10.3198917;1
44.8304314;10.3679074;1
44.7868931;10.3261298;1
44.8178243;10.3255230;1
44.8251307;10.3657642;0.5
44.7463984;10.3431693;1
44.8118754;10.3356043;1
44.7993664;10.3056041;1
44.7182544;10.3564243;0.5
44.7963614;10.3397753;1
44.8001444;10.3010231;1
44.8110651;10.2812772;1
44.7942464;10.3603044;1
44.7981194;10.3153442;1
44.7918914;10.3300462;1
44.7994565;10.3209981;1
44.7951314;10.3123662;1
44.7743725;10.3482440;1
44.7646804;10.3525943;1
44.8061534;10.3048241;0.5
44.7946104;10.3216022;1
44.8697197;10.3866747;1
44.8042544;10.3247612;1
44.8044734;10.3131662;1
44.7699853;10.4245546;1
44.8115587;10.3540483;1
44.7529792;10.3591310;1
44.8118754;10.3356043;1
44.8441421;10.3262820;1
44.7986090;10.3220234;1
44.7668484;10.3222262;1
44.8262705;10.2783850;1
44.8060884;10.3123982;1
44.8022804;10.3348083;1
44.7890934;10.3412333;1
44.7822484;10.3426313;0.5
NULL;NULL;1
44.8060704;10.3051841;1
44.8063554;10.3289672;0.5
44.7538824;10.3587063;1
44.8058027;10.3068347;1
44.8073154;10.3076823;1
44.7726783;10.4160456;1
44.7988644;10.3151462;1
44.8043834;10.3146012;1
44.8761141;10.2513948;1
44.8046386;10.3077144;1
44.8100888;10.2947372;1
44.7934804;10.3129702;1
44.7726783;10.4160456;1
44.7969621;10.3448577;1
44.7986944;10.3164572;0.5
44.7984954;10.3243482;0.5
44.7726783;10.4160456;1
44.7726783;10.4160456;1
44.8114594;10.3545233;1
44.8295715;10.2751950;0.5
44.8066054;10.3026491;0.5
44.8007034;10.3331302;1
44.7868194;10.3218672;1
44.7913894;10.3379598;1
44.8082294;10.3310362;1
44.7646804;10.3525943;1
44.8240444;10.3220992;1
44.8032599;10.3491760;1
44.8060704;10.3051841;1
44.8114594;10.3545233;1
44.7968934;10.3169442;0.5
44.7998584;10.3384413;0.5
44.7780795;10.2793580;1
44.7959514;10.3182682;0.5
44.8304314;10.3679074;0.5
44.8352634;10.3389623;1
44.8083964;10.3297582;1
44.7850234;10.3225942;1
44.8102712;10.3302866;0.5
44.8176956;10.2678394;1
44.8054159;10.3085076;1
44.7936074;10.3545163;1
44.7446104;10.3502113;1
44.7753604;10.3303192;1
44.7840231;10.2877394;1
44.7780795;10.2793580;1
44.7998508;10.3485906;1
44.8304314;10.3679074;1
44.8100996;10.2842820;1
44.7938914;10.3277652;1
44.7898429;10.3302727;1
44.7885384;10.3176832;1
44.8026764;10.3136962;1
44.7956264;10.3486003;1
44.8267014;10.3373343;1
44.7965324;10.3043811;1
44.8148274;10.3310702;1
44.7891676;10.3328320;1
44.8060704;10.3051841;1
44.7889798;10.3705599;1
44.7965414;10.3053791;1
44.8311388;10.3683927;0.5
44.7995804;10.3043311;1
44.7976434;10.3052857;1
44.8363637;10.2773076;1
44.8009654;10.3222132;1
44.7933884;10.3355653;1
44.7646804;10.3525943;1
44.7985500;10.3401383;1
44.8262084;10.3440643;1
44.8080235;10.3282977;1
44.7905024;10.3636524;1
44.8358970;10.2567545;1
44.7965276;10.3048673;1
44.7871039;10.3224617;1
44.7927832;10.3571301;1
44.7984954;10.3243482;1
44.7956294;10.3361593;1
44.8081395;10.2950681;0.5
44.7934155;10.2882030;1
44.7260045;10.2776330;1
44.7958924;10.3353283;0.5
44.7956984;10.3045081;1
44.8061744;10.3267432;0.5
44.7956294;10.3361593;1
44.8072779;10.3315070;1
44.8042544;10.3247612;1
44.7947584;10.3245442;1
44.8671734;10.3465913;1
44.8084585;10.2936011;1
44.8280564;10.3108552;1
44.8128404;10.3289292;1
44.7880034;10.3213932;1
44.8083964;10.3297582;1
44.7967743;10.3435984;1
44.8054271;10.3083743;1
44.7981574;10.3285282;1
44.8162114;10.3344363;0.5
44.8180282;10.3719802;1
44.8026764;10.3136962;1
44.8073852;10.3342629;1
44.8015473;10.3356050;0.5
44.8107044;10.3029151;1
44.8090435;10.2907051;1
44.8245094;10.3850045;1
44.7940354;10.3178632;1
44.7868594;10.3788184;1
44.7837454;10.3325262;1
44.7977154;10.3157072;0.5
44.7983300;10.3407016;1
44.8083964;10.3297582;1
44.8024734;10.3224202;1
44.8024606;10.3508216;1
44.7734574;10.3231642;1
44.8083964;10.3297582;1
44.7964096;10.3064846;1
44.8155215;10.2889391;1
44.8087664;10.3051721;1
44.8267014;10.3373343;0.5
44.8000339;10.3154657;1
44.8055924;10.3388023;1
44.8151939;10.3325057;0.5
44.7890496;10.3681352;1
44.8099065;10.2865080;1
44.7713115;10.2927601;1
44.8040684;10.3137102;0.5
44.7981194;10.3153442;0.5
44.7780795;10.2793580;0.5
44.8086954;10.3245822;0.5
44.7936074;10.3545163;1
44.8692774;10.3863655;1
44.8049784;10.3382023;1
44.7922524;10.3549313;1
44.8051434;10.3545913;0.5
44.7995370;10.3388998;0.5
44.8450970;10.3075924;1
44.7995804;10.3043311;0.5
44.7972089;10.3078874;1
44.7945224;10.3221102;0.5
44.7673532;10.3200204;1
44.7741384;10.3471843;0.5
44.7726783;10.4160456;1
44.7954594;10.3440753;1
44.8026764;10.3136962;1
44.7467304;10.3688809;1
NULL;NULL;1
44.7660934;10.3227492;1
44.8146284;10.3155642;1
44.8143494;10.3421563;1
44.8120314;10.3147892;1
44.7600135;10.2882500;1
44.8147103;10.3310892;1
44.7780795;10.2793580;1
44.7941094;10.3217732;0.5
44.7936074;10.3545163;1
44.8106464;10.3146617;1
44.7998584;10.3384413;1
44.8032184;10.3067831;1
44.8452472;10.3138285;1
44.8425605;10.2887631;1
44.8104094;10.3137142;1
44.8114594;10.3545233;1
44.7646804;10.3525943;1
44.7919949;10.3320812;1
